Substance allocation system and method for ingestible product preparation      system and method ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=33&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=9037478
Substance control system and method for dispensing systems ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=34&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=8989895
Substance control system and method for dispensing systems ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=35&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=8892249
Cup ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=36&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=D705064
"Coating composition, and a process for producing the same ",http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=37&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=8709607
Consistent set of interfaces derived from a business object model ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=38&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=8655756
Soluble inhibitors of vascular endothelial growth factor and use thereof ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=39&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=8529905
Peptide antagonists of vascular endothelial growth factor and methods of      use thereof ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=40&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=8153585
System for authorizing credit use ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=41&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=7885890
Soluble inhibitors of vascular endothelial growth factor and use thereof ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=42&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=7736655
Peptide antagonists of vascular endothelial growth factor ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=43&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=7414027
Soluble inhibitors of vascular endothelial growth factor and use thereof ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=44&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=7273612
 Peptide antagonists of vascular endothelial growth factor ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=45&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=6777534
 Easy-rolling TV dinner table with handy pill organizer ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=46&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=5915804
 Plant tender ,http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=47&f=G&l=50&co1=AND&d=PTXT&s1=plant&s2=ikea&OS=plant+AND+ikea&RS=plant+AND+ikea,https://pdfpiw.uspto.gov/.piw?Docid=5454187
